id_empresa;nombre_empresa;marca;tipo_gas;tamano;medida;precio;id_comuna;nombre_comuna;id_region;nombre_region;fecha_consulta;fecha_actualizacion
licc1310101;LIPIGAS;lipigas;normal;5;kg;12450;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;11;kg;19950;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;15;kg;26500;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;45;kg;79350;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;12450;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19950;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;26500;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;79350;13101;Santiago Centro;13;Metropolitana de Santiago;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;5;kg;13350;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;11;kg;22590;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;15;kg;26900;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;45;kg;97000;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19750;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24500;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;73050;15101;Arica;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;5;kg;13350;15102;Camarones;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;11;kg;22590;15102;Camarones;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;15;kg;26900;15102;Camarones;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
licc1310101;LIPIGAS;lipigas;normal;45;kg;108540;15102;Camarones;15;Arica y Parinacota;2022-04-14 09:30:23.548541;2022-04-13 09:30:23.548541
