id_empresa;nombre_empresa;marca;tipo_gas;tamano;medida;precio;id_comuna;nombre_comuna;id_region;nombre_region;fecha_consulta;fecha_actualizacion
licc1310101;LIPIGAS;lipigas;normal;5;kg;11900;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;11;kg;18950;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;15;kg;26700;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;45;kg;81800;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;13950;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;25340;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;32200;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;92340;13101;Santiago Centro;13;Metropolitana de Santiago;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;5;kg;13090;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;11;kg;23540;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;15;kg;26890;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;45;kg;88500;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19750;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24500;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;73050;15101;Arica;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;5;kg;13090;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;11;kg;23540;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;15;kg;26740;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;45;kg;100040;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19750;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24500;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;73050;15102;Camarones;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;5;kg;13090;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;11;kg;23540;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;15;kg;26740;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;45;kg;100040;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19750;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24500;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;73050;15201;Putre;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;5;kg;13090;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;11;kg;23540;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;15;kg;26740;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;normal;45;kg;100040;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19750;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24500;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;73050;15202;General Lagos;15;Arica y Parinacota;2021-11-19 09:30:08.800355;2021-11-18 09:30:08.800355
